Tri,X,Y,Route,Station,Statut,Zone climatique,Temperature moyenne annuelle (celsius),Region
719,-71.42361111,47.1025,99,9,Active,D,1.73776,Capitale-Nationale
720,-71.42694444,47.10444444,99,10,Active,D,1.73776,Capitale-Nationale
721,-75.41923333,46.51041944,100,1,Active,C,3.17809,Laurentides
722,-75.42469444,46.51738333,100,2,Active,C,3.17809,Laurentides
723,-75.43353056,46.51876111,100,3,Active,C,3.17809,Laurentides
724,-75.44351944,46.51978889,100,4,Active,C,3.17809,Laurentides
725,-75.44925556,46.52509722,100,5,Active,C,3.17809,Laurentides
726,-75.45831389,46.528525,100,6,Active,C,3.17809,Laurentides
727,-75.46421944,46.53329444,100,7,Active,C,3.17809,Laurentides
728,-75.46874722,46.53930833,100,8,Active,C,3.17809,Laurentides
729,-75.47384722,46.54543611,100,9,Active,C,3.17809,Laurentides
730,-75.48305,46.54703056,100,10,Active,C,3.17809,Laurentides
731,-68.38527778,48.30555556,101,1,Active,C,2.70266,Bas-Saint-Laurent
732,-68.39333333,48.30138889,101,2,Active,C,2.70266,Bas-Saint-Laurent
733,-68.40166667,48.29944444,101,3,Active,C,2.70266,Bas-Saint-Laurent
734,-68.40916667,48.29416667,101,4,Active,C,2.70266,Bas-Saint-Laurent
735,-68.41694444,48.28888889,101,5,Active,C,2.70266,Bas-Saint-Laurent
736,-68.42361111,48.28361111,101,6,Active,C,2.70266,Bas-Saint-Laurent
737,-68.75694444,48.27777778,101,7,Active,C,2.70266,Bas-Saint-Laurent
738,-68.43694444,48.27194444,101,8,Active,C,2.70266,Bas-Saint-Laurent
739,-68.44194444,48.26611111,101,9,Active,C,2.70266,Bas-Saint-Laurent
740,-68.44694444,48.25944444,101,10,Active,C,2.70266,Bas-Saint-Laurent
741,-68.35331944,48.3014,102,1,Inactive,C,2.16845,Bas-Saint-Laurent
742,-68.34281111,48.305675,102,2,Inactive,C,2.16845,Bas-Saint-Laurent
743,-68.33166944,48.31238333,102,3,Inactive,C,2.16845,Bas-Saint-Laurent
744,-68.3245,48.31778056,102,4,Inactive,C,2.16845,Bas-Saint-Laurent
745,-68.31776111,48.32336667,102,5,Inactive,C,2.16845,Bas-Saint-Laurent
746,-68.30947222,48.32793056,102,6,Inactive,C,2.16845,Bas-Saint-Laurent
747,-68.30056667,48.33198889,102,7,Inactive,C,2.16845,Bas-Saint-Laurent
748,-68.2913,48.33549722,102,8,Inactive,C,2.16845,Bas-Saint-Laurent
749,-68.28409722,48.34085,102,9,Inactive,C,2.16845,Bas-Saint-Laurent
750,-68.27685,48.34616667,102,10,Inactive,C,2.16845,Bas-Saint-Laurent
751,-71.47361111,46.86194444,103,1,Active,C,3.32464,Capitale-Nationale
752,-71.48222222,46.85833333,103,2,Active,C,3.32464,Capitale-Nationale
753,-71.49277778,46.85694444,103,3,Active,C,3.32464,Capitale-Nationale
754,-71.50277778,46.85666667,103,4,Active,C,3.32464,Capitale-Nationale
755,-71.51111111,46.85361111,103,5,Active,C,3.32464,Capitale-Nationale
756,-71.52055556,46.85111111,103,6,Active,C,3.32464,Capitale-Nationale
757,-71.52861111,46.84638889,103,7,Active,C,3.32464,Capitale-Nationale
758,-71.5375,46.8425,103,8,Active,C,3.32464,Capitale-Nationale
759,-71.5425,46.83666667,103,9,Active,C,3.32464,Capitale-Nationale
760,-71.55333333,46.83472222,103,10,Active,C,3.32464,Capitale-Nationale
761,-68.946658,47.546578,104,1,Inactive,C,2.68897,Bas-Saint-Laurent
762,-68.941572,47.552283,104,2,Inactive,C,2.68897,Bas-Saint-Laurent
763,-68.936528,47.558565,104,3,Inactive,C,2.68897,Bas-Saint-Laurent
764,-68.9304,47.564453,104,4,Inactive,C,2.68897,Bas-Saint-Laurent
765,-68.925279,47.570691,104,5,Inactive,C,2.68897,Bas-Saint-Laurent
766,-68.919591,47.576777,104,6,Inactive,C,2.68897,Bas-Saint-Laurent
767,-68.915265,47.58324,104,7,Inactive,C,2.68897,Bas-Saint-Laurent
768,-68.910838,47.589785,104,8,Inactive,C,2.68897,Bas-Saint-Laurent
769,-68.908103,47.597034,104,9,Inactive,C,2.68897,Bas-Saint-Laurent
770,-68.906587,47.603819,104,10,Inactive,C,2.68897,Bas-Saint-Laurent
771,-75.479862,46.568804,105,1,Inactive,C,2.87535,Laurentides
772,-75.473344,46.574424,105,2,Inactive,C,2.87535,Laurentides
773,-75.470106,46.58118,105,3,Inactive,C,2.87535,Laurentides
774,-75.465619,46.587642,105,4,Inactive,C,2.87535,Laurentides
775,-75.460184,46.593396,105,5,Inactive,C,2.87535,Laurentides
776,-75.449977,46.593977,105,6,Inactive,C,2.87535,Laurentides
777,-75.448619,46.600202,105,7,Inactive,C,2.87535,Laurentides
778,-75.448358,46.607685,105,8,Inactive,C,2.87535,Laurentides
779,-75.445287,46.612768,105,9,Inactive,C,2.87535,Laurentides
780,-75.435189,46.612901,105,10,Inactive,C,2.87535,Laurentides
781,-71.1976371,45.4296389,106,1,Inactive,B,3.62461,Estrie
782,-71.13361111,45.41736111,106,2,Inactive,B,3.62461,Estrie
783,-71.13869444,45.41236111,106,3,Inactive,B,3.62461,Estrie
784,-71.14611111,45.41241667,106,4,Inactive,B,3.62461,Estrie
785,-71.15430556,45.41027778,106,5,Inactive,B,3.62461,Estrie
786,-71.16286111,45.41094444,106,6,Inactive,B,3.62461,Estrie
787,-71.17341667,45.41411111,106,7,Inactive,B,3.62461,Estrie
788,-71.17722222,45.41872222,106,8,Inactive,B,3.62461,Estrie
789,-71.18838889,45.41811111,106,9,Inactive,B,3.62461,Estrie
790,-71.19297222,45.42338889,106,10,Inactive,B,3.62461,Estrie
791,-75.194952,46.818858,107,1,Inactive,C,2.48553,Laurentides
792,-75.199119,46.812467,107,2,Inactive,C,2.48553,Laurentides
793,-75.206847,46.808123,107,3,Inactive,C,2.48553,Laurentides
794,-75.215748,46.804596,107,4,Inactive,C,2.48553,Laurentides
795,-75.224238,46.802597,107,5,Inactive,C,2.48553,Laurentides
796,-75.227607,46.795449,107,6,Inactive,C,2.48553,Laurentides
797,-75.230769,46.789874,107,7,Inactive,C,2.48553,Laurentides
798,-75.236987,46.784895,107,8,Inactive,C,2.48553,Laurentides
799,-75.238666,46.777697,107,9,Inactive,C,2.48553,Laurentides
800,-75.246531,46.773453,107,10,Inactive,C,2.48553,Laurentides
801,-71.36366944,47.10924722,109,1,Active,D,1.73776,Capitale-Nationale
802,-71.36340278,47.11558333,109,2,Active,D,1.73776,Capitale-Nationale
803,-71.35863611,47.12069167,109,3,Active,D,1.73776,Capitale-Nationale
804,-71.36132778,47.12736667,109,4,Active,D,1.73776,Capitale-Nationale
805,-71.35948333,47.13403611,109,5,Active,D,1.73776,Capitale-Nationale
806,-71.357275,47.14096111,109,6,Active,D,1.73776,Capitale-Nationale
807,-71.35240278,47.14636111,109,7,Active,D,1.73776,Capitale-Nationale
808,-71.35466667,47.15271111,109,8,Active,D,1.73776,Capitale-Nationale
809,-71.35631111,47.15975278,109,9,Active,D,1.73776,Capitale-Nationale
810,-71.36074722,47.16662778,109,10,Active,D,1.73776,Capitale-Nationale
811,-74.24138889,45.44305556,110,1,Active,A,5.44791,Monteregie
812,-74.25138889,45.44444444,110,2,Active,A,5.44791,Monteregie
813,-74.26166667,45.44555556,110,3,Active,A,5.44791,Monteregie
814,-74.26972222,45.4475,110,4,Active,A,5.44791,Monteregie
815,-74.28027778,45.44833333,110,5,Active,A,5.44791,Monteregie
816,-74.29,45.44944444,110,6,Active,A,5.44791,Monteregie
817,-74.29944444,45.45083333,110,7,Active,A,5.44791,Monteregie
818,-74.31,45.45222222,110,8,Active,A,5.44791,Monteregie
819,-74.31694444,45.45333333,110,9,Active,A,5.44791,Monteregie
820,-74.33,45.45444444,110,10,Active,A,5.44791,Monteregie
821,-74.24888889,45.42138889,111,1,Active,A,5.44791,Monteregie
822,-74.25888889,45.42222222,111,2,Active,A,5.44791,Monteregie
823,-74.2675,45.42083333,111,3,Active,A,5.44791,Monteregie
824,-74.27277778,45.42222222,111,4,Active,A,5.44791,Monteregie
825,-74.27888889,45.42555556,111,5,Active,A,5.44791,Monteregie
826,-74.28861111,45.42666667,111,6,Active,A,5.44791,Monteregie
827,-74.29888889,45.42833333,111,7,Active,A,5.44791,Monteregie
828,-74.30916667,45.42972222,111,8,Active,A,5.44791,Monteregie
829,-74.31861111,45.42944444,111,9,Active,A,5.44791,Monteregie
830,-74.32611111,45.43194444,111,10,Active,A,5.44791,Monteregie
831,-71.12027778,46.44027778,112,1,Inactive,B,3.74991,Chaudiere-Appalaches
832,-71.1175,46.43388889,112,2,Inactive,B,3.74991,Chaudiere-Appalaches
833,-71.11416667,46.42694444,112,3,Inactive,B,3.74991,Chaudiere-Appalaches
834,-71.11083333,46.42083333,112,4,Inactive,B,3.74991,Chaudiere-Appalaches
835,-71.10444444,46.41444444,112,5,Inactive,B,3.74991,Chaudiere-Appalaches
836,-71.09833333,46.40861111,112,6,Inactive,B,3.74991,Chaudiere-Appalaches
837,-71.09083333,46.40361111,112,7,Inactive,B,3.74991,Chaudiere-Appalaches
838,-71.08305556,46.39888889,112,8,Inactive,B,3.74991,Chaudiere-Appalaches
839,-71.08,46.39444444,112,9,Inactive,B,3.74991,Chaudiere-Appalaches
840,-71.09027778,46.3925,112,10,Inactive,B,3.74991,Chaudiere-Appalaches
841,-75.87970196,45.56421773,114,1,Fermee,B,4.78372,Outaouais
842,-75.87950633,45.56888631,114,2,Fermee,B,4.78372,Outaouais
843,-75.88611599,45.57429104,114,3,Fermee,B,4.78372,Outaouais
844,-75.89128277,45.5797935,114,4,Fermee,B,4.78372,Outaouais
845,-75.89945181,45.58353875,114,5,Fermee,B,4.78372,Outaouais
846,-75.90306776,45.5885263,114,6,Fermee,B,4.78372,Outaouais
847,-75.90223724,45.59553967,114,7,Fermee,B,4.78372,Outaouais
848,-75.89719653,45.60123062,114,8,Fermee,B,4.78372,Outaouais
849,-75.8892956,45.60324816,114,9,Fermee,B,4.78372,Outaouais
850,-75.88237693,45.59762035,114,10,Fermee,B,4.78372,Outaouais
851,-79.12333333,48.18,115,1,Inactive,D,1.35718,Abitibi-Temiscamingue
852,-79.11638889,48.175,115,2,Inactive,D,1.35718,Abitibi-Temiscamingue
853,-79.11111111,48.16888889,115,3,Inactive,D,1.35718,Abitibi-Temiscamingue
854,-79.1025,48.17027778,115,4,Inactive,D,1.35718,Abitibi-Temiscamingue
855,-79.09055556,48.17027778,115,5,Inactive,D,1.35718,Abitibi-Temiscamingue
856,-79.08027778,48.17,115,6,Inactive,D,1.35718,Abitibi-Temiscamingue
857,-79.07,48.17027778,115,7,Inactive,D,1.35718,Abitibi-Temiscamingue
858,-79.05944444,48.17027778,115,8,Inactive,D,1.35718,Abitibi-Temiscamingue
859,-79.04861111,48.17,115,9,Inactive,D,1.35718,Abitibi-Temiscamingue
860,-79.03777778,48.17027778,115,10,Inactive,D,1.35718,Abitibi-Temiscamingue
861,-79.16222222,48.11277778,116,1,Inactive,D,1.55849,Abitibi-Temiscamingue
862,-79.17277778,48.11277778,116,2,Inactive,D,1.55849,Abitibi-Temiscamingue
863,-79.18361111,48.11277778,116,3,Inactive,D,1.55849,Abitibi-Temiscamingue
864,-79.19444444,48.1125,116,4,Inactive,D,1.55849,Abitibi-Temiscamingue
865,-79.20333333,48.1125,116,5,Inactive,D,1.55849,Abitibi-Temiscamingue
866,-79.21416667,48.11277778,116,6,Inactive,D,1.55849,Abitibi-Temiscamingue
867,-79.22472222,48.11277778,116,7,Inactive,D,1.55849,Abitibi-Temiscamingue
868,-79.23722222,48.11111111,116,8,Inactive,D,1.55849,Abitibi-Temiscamingue
869,-79.24527778,48.10805556,116,9,Inactive,D,1.55849,Abitibi-Temiscamingue
870,-79.25638889,48.1075,116,10,Inactive,D,1.55849,Abitibi-Temiscamingue
871,-79.15138889,48.08361111,118,1,Inactive,D,1.55849,Abitibi-Temiscamingue
872,-79.1625,48.08388889,118,2,Inactive,D,1.55849,Abitibi-Temiscamingue
873,-79.1725,48.08388889,118,3,Inactive,D,1.55849,Abitibi-Temiscamingue
874,-79.18194444,48.08361111,118,4,Inactive,D,1.55849,Abitibi-Temiscamingue
875,-79.1925,48.08361111,118,5,Inactive,D,1.55849,Abitibi-Temiscamingue
876,-79.20361111,48.08361111,118,6,Inactive,D,1.55849,Abitibi-Temiscamingue
877,-79.21444444,48.08361111,118,7,Inactive,D,1.55849,Abitibi-Temiscamingue
878,-79.22527778,48.08361111,118,8,Inactive,D,1.55849,Abitibi-Temiscamingue
879,-79.23555556,48.08361111,118,9,Inactive,D,1.55849,Abitibi-Temiscamingue
880,-79.24638889,48.08361111,118,10,Inactive,D,1.55849,Abitibi-Temiscamingue
881,-65.22888889,48.19,119,1,Inactive,C,2.69034,Gaspesie - Îles-de-la-Madeleine
882,-65.22472222,48.18388889,119,2,Inactive,C,2.69034,Gaspesie - Îles-de-la-Madeleine
883,-65.24277778,48.1775,119,3,Inactive,C,2.69034,Gaspesie - Îles-de-la-Madeleine
884,-65.24944444,48.17388889,119,4,Inactive,C,2.69034,Gaspesie - Îles-de-la-Madeleine
885,-65.24444444,48.16694444,119,5,Inactive,C,2.69034,Gaspesie - Îles-de-la-Madeleine
886,-65.23972222,48.16,119,6,Inactive,C,2.69034,Gaspesie - Îles-de-la-Madeleine
887,-65.23472222,48.15333333,119,7,Inactive,C,2.69034,Gaspesie - Îles-de-la-Madeleine
888,-65.22972222,48.14916667,119,8,Inactive,C,2.69034,Gaspesie - Îles-de-la-Madeleine
889,-65.22,48.1525,119,9,Inactive,C,2.69034,Gaspesie - Îles-de-la-Madeleine
890,-65.23361111,48.19638889,119,10,Inactive,C,2.69034,Gaspesie - Îles-de-la-Madeleine
891,-71.07730278,46.75698611,120,1,Inactive,B,4.07315,Chaudiere-Appalaches
892,-71.06779167,46.75990833,120,2,Inactive,B,4.07315,Chaudiere-Appalaches
893,-71.05945,46.76351111,120,3,Inactive,B,4.07315,Chaudiere-Appalaches
894,-71.05190556,46.768225,120,4,Inactive,B,4.07315,Chaudiere-Appalaches
895,-71.04383611,46.77173889,120,5,Inactive,B,4.07315,Chaudiere-Appalaches
896,-71.03327222,46.77326389,120,6,Inactive,B,4.07315,Chaudiere-Appalaches
897,-71.02578056,46.77655833,120,7,Inactive,B,4.07315,Chaudiere-Appalaches
898,-71.01569167,46.77961667,120,8,Inactive,B,4.07315,Chaudiere-Appalaches
899,-71.00829722,46.78420278,120,9,Inactive,B,4.07315,Chaudiere-Appalaches
900,-71.00114444,46.78962778,120,10,Inactive,B,4.07315,Chaudiere-Appalaches
901,-71.86333333,45.47805556,121,1,Active,A,5.02729,Estrie
902,-71.86666667,45.47194444,121,2,Active,A,5.02729,Estrie
903,-71.875,45.46777778,121,3,Active,A,5.02729,Estrie
904,-71.88111111,45.46277778,121,4,Active,A,5.02729,Estrie
905,-71.88555556,45.45638889,121,5,Active,A,5.02729,Estrie
906,-71.89305556,45.45472222,121,6,Active,A,5.02729,Estrie
907,-71.9025,45.45388889,121,7,Active,A,5.02729,Estrie
908,-71.91055556,45.45805556,121,8,Active,A,5.02729,Estrie
909,-71.91694444,45.46361111,121,9,Active,A,5.02729,Estrie
910,-71.91944444,45.47055556,121,10,Active,A,5.02729,Estrie
911,-72.279013,47.650739,122,1,Inactive,D,1.57091,Mauricie
912,-72.28347,47.646126,122,2,Inactive,D,1.57091,Mauricie
913,-72.280513,47.64167,122,3,Inactive,D,1.57091,Mauricie
914,-72.270447,47.640433,122,4,Inactive,D,1.57091,Mauricie
915,-72.262274,47.640698,122,5,Inactive,D,1.57091,Mauricie
916,-72.257776,47.63443,122,6,Inactive,D,1.57091,Mauricie
917,-72.252501,47.627946,122,7,Inactive,D,1.57091,Mauricie
918,-72.247459,47.622519,122,8,Inactive,D,1.57091,Mauricie
919,-72.242064,47.616407,122,9,Inactive,D,1.57091,Mauricie
920,-72.239003,47.610215,122,10,Inactive,D,1.57091,Mauricie
921,-71.87722222,46.76222222,123,1,Inactive,B,3.64281,Capitale-Nationale
922,-71.88333333,46.76805556,123,2,Inactive,B,3.64281,Capitale-Nationale
923,-71.8825,46.77444444,123,3,Inactive,B,3.64281,Capitale-Nationale
924,-71.87666667,46.77944444,123,4,Inactive,B,3.64281,Capitale-Nationale
925,-71.88333333,46.78472222,123,5,Inactive,B,3.64281,Capitale-Nationale
926,-71.89,46.79027778,123,6,Inactive,B,3.64281,Capitale-Nationale
927,-71.89722222,46.79611111,123,7,Inactive,B,3.64281,Capitale-Nationale
928,-71.90416667,46.80166667,123,8,Inactive,B,3.64281,Capitale-Nationale
929,-71.91083333,46.80694444,123,9,Inactive,B,3.64281,Capitale-Nationale
930,-71.91777778,46.8125,123,10,Inactive,B,3.64281,Capitale-Nationale
931,-70.92972222,48.46222222,125,1,Inactive,D,1.237,Saguenay - Lac-Saint-Jean
932,-70.92972222,48.46888889,125,2,Inactive,D,1.237,Saguenay - Lac-Saint-Jean
933,-70.935,48.47444444,125,3,Inactive,D,1.237,Saguenay - Lac-Saint-Jean
934,-70.93305556,48.48055556,125,4,Inactive,D,1.237,Saguenay - Lac-Saint-Jean
935,-70.92888889,48.48722222,125,5,Inactive,D,1.237,Saguenay - Lac-Saint-Jean
936,-70.92361111,48.49138889,125,6,Inactive,D,1.237,Saguenay - Lac-Saint-Jean
937,-70.91361111,48.48944444,125,7,Inactive,D,1.237,Saguenay - Lac-Saint-Jean
938,-70.90444444,48.49138889,125,8,Inactive,D,1.237,Saguenay - Lac-Saint-Jean
939,-70.89361111,48.49222222,125,9,Inactive,D,1.237,Saguenay - Lac-Saint-Jean
940,-70.88638889,48.49638889,125,10,Inactive,D,1.237,Saguenay - Lac-Saint-Jean
941,-74.16805556,45.44583333,126,1,Fermee,A,5.77289,Monteregie
942,-74.17166667,45.43944444,126,2,Fermee,A,5.77289,Monteregie
943,-74.175,45.43333333,126,3,Fermee,A,5.77289,Monteregie
944,-74.17888889,45.42638889,126,4,Fermee,A,5.77289,Monteregie
945,-74.1825,45.42,126,5,Fermee,A,5.77289,Monteregie
946,-74.185,45.41277778,126,6,Fermee,A,5.77289,Monteregie
947,-74.18666667,45.40666667,126,7,Fermee,A,5.77289,Monteregie
948,-74.17944444,45.40361111,126,8,Fermee,A,5.77289,Monteregie
949,-74.16944444,45.4025,126,9,Fermee,A,5.77289,Monteregie
950,-74.15888889,45.40111111,126,10,Fermee,A,5.77289,Monteregie
951,-71.77972222,48.38611111,129,1,Active,D,1.8035,Saguenay - Lac-Saint-Jean
952,-71.77055556,48.38416667,129,2,Active,D,1.8035,Saguenay - Lac-Saint-Jean
953,-71.76361111,48.38583333,129,3,Active,D,1.8035,Saguenay - Lac-Saint-Jean
954,-71.76055556,48.39305556,129,4,Active,D,1.8035,Saguenay - Lac-Saint-Jean
955,-71.755,48.39666667,129,5,Active,D,1.8035,Saguenay - Lac-Saint-Jean
956,-71.74444444,48.39472222,129,6,Active,D,1.8035,Saguenay - Lac-Saint-Jean
957,-71.73444444,48.39305556,129,7,Active,D,1.8035,Saguenay - Lac-Saint-Jean
958,-71.72277778,48.39083333,129,8,Active,D,1.8035,Saguenay - Lac-Saint-Jean
959,-71.7125,48.38944444,129,9,Active,D,1.8035,Saguenay - Lac-Saint-Jean
960,-71.70222222,48.38861111,129,10,Active,D,1.8035,Saguenay - Lac-Saint-Jean
961,-71.79277778,48.76888889,130,1,Inactive,D,1.68933,Saguenay - Lac-Saint-Jean
962,-71.79,48.77555556,130,2,Inactive,D,1.68933,Saguenay - Lac-Saint-Jean
963,-71.78083333,48.77472222,130,3,Inactive,D,1.68933,Saguenay - Lac-Saint-Jean
964,-71.77055556,48.77305556,130,4,Inactive,D,1.68933,Saguenay - Lac-Saint-Jean
965,-71.75805556,48.77083333,130,5,Inactive,D,1.68933,Saguenay - Lac-Saint-Jean
966,-71.74916667,48.76944444,130,6,Inactive,D,1.68933,Saguenay - Lac-Saint-Jean
967,-71.74083333,48.76777778,130,7,Inactive,D,1.68933,Saguenay - Lac-Saint-Jean
968,-71.72777778,48.76555556,130,8,Inactive,D,1.68933,Saguenay - Lac-Saint-Jean
969,-71.71833333,48.76111111,130,9,Inactive,D,1.68933,Saguenay - Lac-Saint-Jean
970,-71.70805556,48.75861111,130,10,Inactive,D,1.68933,Saguenay - Lac-Saint-Jean
971,-75.819475,45.50842,131,1,Inactive,A,5.18431,Outaouais
972,-75.822716,45.512949,131,2,Inactive,A,5.18431,Outaouais
973,-75.828792,45.518501,131,3,Inactive,A,5.18431,Outaouais
974,-75.834894,45.524247,131,4,Inactive,A,5.18431,Outaouais
975,-75.844039,45.523982,131,5,Inactive,A,5.18431,Outaouais
976,-75.851278,45.519823,131,6,Inactive,A,5.18431,Outaouais
977,-75.855987,45.519063,131,7,Inactive,A,5.18431,Outaouais
978,-75.862644,45.514163,131,8,Inactive,A,5.18431,Outaouais
979,-75.8715,45.511947,131,9,Inactive,A,5.18431,Outaouais
980,-75.879569,45.508588,131,10,Inactive,A,5.18431,Outaouais
981,-66.50956667,49.09548611,132,1,Active,D,1.43088,Gaspesie - Îles-de-la-Madeleine
982,-66.50739722,49.088775,132,2,Active,D,1.43088,Gaspesie - Îles-de-la-Madeleine
983,-66.50450556,49.08285278,132,3,Active,D,1.43088,Gaspesie - Îles-de-la-Madeleine
984,-66.500725,49.07745833,132,4,Active,D,1.43088,Gaspesie - Îles-de-la-Madeleine
985,-66.49740278,49.07106389,132,5,Active,D,1.43088,Gaspesie - Îles-de-la-Madeleine
986,-66.49293056,49.0648,132,6,Active,D,1.43088,Gaspesie - Îles-de-la-Madeleine
987,-66.48702222,49.05931667,132,7,Active,D,1.43088,Gaspesie - Îles-de-la-Madeleine
988,-66.48638333,49.05305278,132,8,Active,D,1.43088,Gaspesie - Îles-de-la-Madeleine
989,-66.47997778,49.04778056,132,9,Active,D,1.43088,Gaspesie - Îles-de-la-Madeleine
990,-66.47637778,49.04188611,132,10,Active,D,1.43088,Gaspesie - Îles-de-la-Madeleine
991,-66.31649444,48.93545833,133,1,Active,D,0.69593,Gaspesie - Îles-de-la-Madeleine
992,-66.32056111,48.92860833,133,2,Active,D,0.69593,Gaspesie - Îles-de-la-Madeleine
993,-66.32666389,48.92231111,133,3,Active,D,0.69593,Gaspesie - Îles-de-la-Madeleine
994,-66.33335556,48.91696667,133,4,Active,D,0.69593,Gaspesie - Îles-de-la-Madeleine
995,-66.33863333,48.90892778,133,5,Active,D,0.69593,Gaspesie - Îles-de-la-Madeleine
996,-66.34863056,48.90473333,133,6,Active,D,0.69593,Gaspesie - Îles-de-la-Madeleine
997,-66.35421667,48.89988333,133,7,Active,D,0.69593,Gaspesie - Îles-de-la-Madeleine
998,-66.36312778,48.89735833,133,8,Active,D,0.69593,Gaspesie - Îles-de-la-Madeleine
999,-66.37038611,48.89201667,133,9,Active,D,0.69593,Gaspesie - Îles-de-la-Madeleine
1000,-66.37914167,48.8888,133,10,Active,D,0.69593,Gaspesie - Îles-de-la-Madeleine
1001,-73.34027778,45.54666667,134,1,Active,A,6.02403,Monteregie
1002,-73.3325,45.54888889,134,2,Active,A,6.02403,Monteregie
1003,-73.325,45.55111111,134,3,Active,A,6.02403,Monteregie
1004,-73.31972222,45.55555556,134,4,Active,A,6.02403,Monteregie
1005,-73.31444444,45.55638889,134,5,Active,A,6.02403,Monteregie
1006,-73.31388889,45.55138889,134,6,Active,A,6.02403,Monteregie
1007,-73.30944444,45.54611111,134,7,Active,A,6.02403,Monteregie
1008,-73.3175,45.54166667,134,8,Active,A,6.02403,Monteregie
1009,-73.32083333,45.53805556,134,9,Active,A,6.02403,Monteregie
1010,-73.3275,45.53805556,134,10,Active,A,6.02403,Monteregie
1011,-71.62881111,46.84383611,135,1,Inactive,B,3.8143,Capitale-Nationale
1012,-71.62991111,46.83630278,135,2,Inactive,B,3.8143,Capitale-Nationale
1013,-71.62289444,46.83165833,135,3,Inactive,B,3.8143,Capitale-Nationale
1014,-71.62276111,46.82525556,135,4,Inactive,B,3.8143,Capitale-Nationale
1015,-71.62863333,46.82033889,135,5,Inactive,B,3.8143,Capitale-Nationale
1016,-71.63666111,46.815725,135,6,Inactive,B,3.8143,Capitale-Nationale
1017,-71.6434,46.81213056,135,7,Inactive,B,3.8143,Capitale-Nationale
1018,-71.65178611,46.80711667,135,8,Inactive,B,3.8143,Capitale-Nationale
1019,-71.66018333,46.80523333,135,9,Inactive,B,3.8143,Capitale-Nationale
1020,-71.67056111,46.80045,135,10,Inactive,B,3.8143,Capitale-Nationale
1021,-73.47941111,45.59068333,136,1,Active,A,6.28667,Monteregie
1022,-73.46939444,45.59401667,136,2,Active,A,6.28667,Monteregie
1023,-73.46533611,45.60043333,136,3,Active,A,6.28667,Monteregie
1024,-73.469975,45.60666944,136,4,Active,A,6.28667,Monteregie
1025,-73.48080833,45.60690278,136,5,Active,A,6.28667,Monteregie
1026,-73.47849722,45.61223056,136,6,Active,A,6.28667,Monteregie
1027,-73.47238889,45.61814722,136,7,Active,A,6.28667,Monteregie
1028,-73.47228333,45.62220278,136,8,Active,A,6.28667,Monteregie
1029,-73.47005833,45.62889722,136,9,Active,A,6.28667,Monteregie
1030,-73.46736944,45.63573056,136,10,Active,A,6.28667,Monteregie
1031,-70.437694,47.858416,137,1,Fermee,D,0.5109,Capitale-Nationale
1032,-70.448583,47.856305,137,2,Fermee,D,0.5109,Capitale-Nationale
1033,-70.461527,47.855194,137,3,Fermee,D,0.5109,Capitale-Nationale
1034,-70.472277,47.86175,137,4,Fermee,D,0.5109,Capitale-Nationale
1035,-70.477916,47.870805,137,5,Fermee,D,0.5109,Capitale-Nationale
1036,-70.479694,47.879583,137,6,Fermee,D,0.5109,Capitale-Nationale
1037,-70.477055,47.88925,137,7,Fermee,D,0.5109,Capitale-Nationale
